class_tree,enum,label,is_valid,available_planets
1.759.760.761.762.772,energy_renewable_site_limited_tidal_tatooine,Tatooinian Tidal Renewable Energy,TRUE,{tatooine}
1.759.760.761.762.773,energy_renewable_site_limited_tidal_yavin4,Yavinian Tidal Renewable Energy,TRUE,{yavin}
1.759.760.761.762.774,energy_renewable_site_limited_tidal_kashyyyk,Kashyyykian Tidal Renewable Energy,TRUE,{kashyyyk}
1.759.760.761.775,energy_renewable_site_limited_hydron3,Hydron-3 Energy,FALSE,{}
1.759.760.761.775.776,energy_renewable_site_limited_hydron3_weak,Weak Hydron-3 Renewable Energy,FALSE,{}
1.759.760.761.775.777,energy_renewable_site_limited_hydron3_corellia,Corellian Hydron-3 Renewable Energy,TRUE,{corellia}
1.759.760.761.775.778,energy_renewable_site_limited_hydron3_dantooine,Dantooine Hydron-3 Renewable Energy,TRUE,{dantooine}
1.759.760.761.775.779,energy_renewable_site_limited_hydron3_dathomir,Dathomirian Hydron-3 Renewable Energy,TRUE,{dathomir}
1.759.760.761.775.780,energy_renewable_site_limited_hydron3_endor,Endorian Hydron-3 Renewable Energy,TRUE,{endor}
1.759.760.761.775.781,energy_renewable_site_limited_hydron3_lok,Lokian Hydron-3 Renewable Energy,TRUE,{lok}
1.759.760.761.775.782,energy_renewable_site_limited_hydron3_naboo,Nabooian Hydron-3 Renewable Energy,TRUE,{naboo}
1.759.760.761.775.783,energy_renewable_site_limited_hydron3_rori,Rori Hydron-3 Renewable Energy,TRUE,{rori}
1.759.760.761.775.784,energy_renewable_site_limited_hydron3_talus,Talusian Hydron-3 Renewable Energy,TRUE,{talus}
1.759.760.761.775.785,energy_renewable_site_limited_hydron3_tatooine,Tatooinian Hydron-3 Renewable Energy,TRUE,{tatooine}
1.759.760.761.775.786,energy_renewable_site_limited_hydron3_yavin4,Yavinian Hydron-3 Renewable Energy,TRUE,{yavin}
1.759.760.761.775.787,energy_renewable_site_limited_hydron3_kashyyyk,Kashyyykian Hydron-3 Renewable Energy,TRUE,{kashyyyk}
1.759.760.761.788,energy_renewable_site_limited_geothermal,Geothermal Energy,FALSE,{}
1.759.760.761.788.789,energy_renewable_site_limited_geothermal_weak,Weak Geothermal Renewable Energy,FALSE,{}
1.759.760.761.788.790,energy_renewable_site_limited_geothermal_corellia,Corellian Geothermal Renewable Energy,TRUE,{corellia}
1.759.760.761.788.791,energy_renewable_site_limited_geothermal_dantooine,Dantooine Geothermal Renewable Energy,TRUE,{dantooine}
1.759.760.761.788.792,energy_renewable_site_limited_geothermal_dathomir,Dathomirian Geothermal Renewable Energy,TRUE,{dathomir}
1.759.760.761.788.793,energy_renewable_site_limited_geothermal_endor,Endorian Geothermal Renewable Energy,TRUE,{endor}
1.759.760.761.788.794,energy_renewable_site_limited_geothermal_lok,Lokian Geothermal Renewable Energy,TRUE,{lok}
1.759.760.761.788.795,energy_renewable_site_limited_geothermal_naboo,Nabooian Geothermal Renewable Energy,TRUE,{naboo}
1.759.760.761.788.796,energy_renewable_site_limited_geothermal_rori,Rori Geothermal Renewable Energy,TRUE,{rori}
1.759.760.761.788.797,energy_renewable_site_limited_geothermal_talus,Talusian Geothermal Renewable Energy,TRUE,{talus}
1.759.760.761.788.798,energy_renewable_site_limited_geothermal_tatooine,Tatooinian Geothermal Renewable Energy,TRUE,{tatooine}
1.759.760.761.788.799,energy_renewable_site_limited_geothermal_yavin4,Yavinian Geothermal Renewable Energy,TRUE,{yavin}
1.759.760.761.788.800,energy_renewable_site_limited_geothermal_kashyyyk,Kashyyykian Geothermal Renewable Energy,TRUE,{kashyyyk}
1.759.760.801,energy_renewable_unlimited,Non Site-Restricted Renewable Energy,FALSE,{}
1.759.760.801.802,energy_renewable_unlimited_wind,Wind Energy,FALSE,{}
1.759.760.801.802.803,energy_renewable_unlimited_wind_weak,Weak Wind Renewable Energy,FALSE,{}
1.759.760.801.802.804,energy_renewable_unlimited_wind_corellia,Corellian Wind Renewable Energy,TRUE,{corellia}
1.759.760.801.802.805,energy_renewable_unlimited_wind_dantooine,Dantooine Wind Renewable Energy,TRUE,{dantooine}
1.759.760.801.802.806,energy_renewable_unlimited_wind_dathomir,Dathomirian Wind Renewable Energy,TRUE,{dathomir}
1.759.760.801.802.807,energy_renewable_unlimited_wind_endor,Endorian Wind Renewable Energy,TRUE,{endor}
1.759.760.801.802.808,energy_renewable_unlimited_wind_lok,Lokian Wind Renewable Energy,TRUE,{lok}
1.759.760.801.802.809,energy_renewable_unlimited_wind_naboo,Nabooian Wind Renewable Energy,TRUE,{naboo}
1.759.760.801.802.810,energy_renewable_unlimited_wind_rori,Rori Wind Renewable Energy,TRUE,{rori}
1.759.760.801.802.811,energy_renewable_unlimited_wind_talus,Talusian Wind Renewable Energy,TRUE,{talus}
1.759.760.801.802.812,energy_renewable_unlimited_wind_tatooine,Tatooinian Wind Renewable Energy,TRUE,{tatooine}
1.759.760.801.802.813,energy_renewable_unlimited_wind_yavin4,Yavinian Wind Renewable Energy,TRUE,{yavin}
1.759.760.801.802.814,energy_renewable_unlimited_wind_kashyyyk,Kashyyykian Wind Renewable Energy,TRUE,{kashyyyk}
1.759.760.801.815,energy_renewable_unlimited_solar,Solar Energy,FALSE,{}
1.759.760.801.815.816,energy_renewable_unlimited_solar_weak,Weak Solar Renewable Energy,FALSE,{}
1.759.760.801.815.817,energy_renewable_unlimited_solar_corellia,Corellian Solar Renewable Energy,TRUE,{corellia}
1.759.760.801.815.818,energy_renewable_unlimited_solar_dantooine,Dantooine Solar Renewable Energy,TRUE,{dantooine}
1.759.760.801.815.819,energy_renewable_unlimited_solar_dathomir,Dathomirian Solar Renewable Energy,TRUE,{dathomir}
1.759.760.801.815.820,energy_renewable_unlimited_solar_endor,Endorian Solar Renewable Energy,TRUE,{endor}
1.759.760.801.815.821,energy_renewable_unlimited_solar_lok,Lokian Solar Renewable Energy,TRUE,{lok}
1.759.760.801.815.822,energy_renewable_unlimited_solar_naboo,Nabooian Solar Renewable Energy,TRUE,{naboo}
1.759.760.801.815.823,energy_renewable_unlimited_solar_rori,Rori Solar Renewable Energy,TRUE,{rori}
1.759.760.801.815.824,energy_renewable_unlimited_solar_talus,Talusian Solar Renewable Energy,TRUE,{talus}
1.759.760.801.815.825,energy_renewable_unlimited_solar_tatooine,Tatooinian Solar Renewable Energy,TRUE,{tatooine}
1.759.760.801.815.826,energy_renewable_unlimited_solar_yavin4,Yavinian Solar Renewable Energy,TRUE,{yavin}
1.759.760.801.815.827,energy_renewable_unlimited_solar_kashyyyk,Kashyyykian Solar Renewable Energy,TRUE,{kashyyyk}
1.828,space_resource,Space Resource,FALSE,{}
1.828.829,space_metal,Asteroidal Mineral,FALSE,{}
1.828.829.830,space_metal_iron,Iron Asteroid,FALSE,{}
1.828.829.831,space_metal_silicaceous,Silicaceous Asteroid,FALSE,{}
1.828.829.832,space_metal_carbonaceous,Carbonaceous Asteroid,FALSE,{}
1.828.829.833,space_metal_ice,Icy Asteroid,FALSE,{}
1.828.829.834,space_metal_obsidian,Obsidian Asteroid,FALSE,{}
1.828.835,space_gem,Asteroidal Gemstone,FALSE,{}
1.828.835.836,space_gem_diamond,Diamond Asteroid,FALSE,{}
1.828.835.837,space_gem_crystal,Crystal Asteroid,FALSE,{}
1.828.838,space_chemical,Asteroidal Chemical,FALSE,{}
1.828.838.839,space_chemical_petrochem,Petrochemical Asteroid,FALSE,{}
1.828.838.840,space_chemical_acid,Acidic Asteroid,FALSE,{}
1.828.838.841,space_chemical_cyanomethanic,Cyanomethanic Asteroid,FALSE,{}
1.828.838.842,space_chemical_sulfuric,Sulfuric Asteroid,FALSE,{}
1.828.843,space_gas,Asteroidal Gas,FALSE,{}
1.828.843.844,space_gas_methane,Methane Asteroid,FALSE,{}
1.828.843.845,space_gas_organometallic,Organometallic Asteroid,FALSE,{}
