id,class_tree,name,planet,res_weight_rating,res_quality,res_quality_rating,res_decay_resist,res_decay_resist_rating,res_flavor,res_flavor_rating,res_potential_energy,res_potential_energy_rating,res_malleability,res_malleability_rating,res_toughness,res_toughness_rating,res_shock_resistance,res_shock_resistance_rating,res_cold_resist,res_cold_resist_rating,res_heat_resist,res_heat_resist_rating,res_conductivity,res_conductivity_rating,entangle_resistance,entangle_resistance_rating,is_active,date_reported,date_inactive,last_modified,server_id,notes,reporter_id,last_updated_by,waypoints
306,1.526.571.597.627.630.634,Wetaine,"{Rori,Tatooine,Lok,Corellia,Dantooine,Endor,Talus,Dathomir}",0.7,213,0.213,259,0.589,,,,,511,0.746,486,0.771,559,0.887,296,0.673,459,0.866,490,0.852,,,FALSE,2025-12-30 03:55:48.415536+00,,2026-01-06 19:06:50.765594+00,cuemu,,1.5035E+17,,
307,1.2.276.277.388.389.391.399,Teostagi,{Talus},0.318,438,0.438,134,0.134,492,0.492,208,0.208,,,,,,,,,,,,,,,TRUE,2026-01-03 16:43:05.832995+00,,,cuemu,,1.5035E+17,,
308,1.526.527.543.546,Creitha,{Dathomir},0.389,114,0.114,331,0.331,,,,,304,0.304,325,0.325,869,0.869,,,,,,,,,FALSE,2026-01-02 21:50:55.299374+00,,2026-01-09 23:25:15.090573+00,cuemu,,1.5035E+17,,
309,1.526.571.597.598.601.605,Faodeide,"{Rori,Naboo,Lok,Yavin,Endor,Corellia,Dathomir,Talus}",0.851,533,0.533,620,0.932,,,,,90,0.677,538,0.9,640,0.962,241,0.909,673,0.919,209,0.972,,,FALSE,2025-12-30 22:28:13.809195+00,,2026-01-04 13:46:00.49311+00,cuemu,,6.17819E+17,,
310,1.2.276.277.278.334.335.343,Heve,{Talus},0.708,775,0.775,631,0.631,696,0.994,432,0.432,,,,,,,,,,,,,,,FALSE,2026-01-03 16:44:47.669057+00,,2026-01-16 04:14:50.190017+00,cuemu,,1.5035E+17,,
311,1.2.3.180.222.250.253,Vomoi,{Dathomir},0.583,848,0.848,872,0.872,,,,,390,0.39,685,0.685,119,0.119,,,,,,,,,FALSE,2026-01-03 05:41:02.86849+00,,2026-01-08 10:00:50.919047+00,cuemu,,1.5035E+17,,
312,1.2.3.180.222.263.269,Eroweo,{Naboo},0.462,478,0.478,305,0.305,,,,,241,0.241,594,0.594,691,0.691,,,,,,,,,FALSE,2026-01-03 05:36:35.641591+00,,2026-01-06 18:42:29.918527+00,cuemu,,1.5035E+17,,
313,1.2.276.277.388.443.458.464,Ipailma,{Naboo},0.471,472,0.472,247,0.247,688,0.688,476,0.476,,,,,,,,,,,,,,,FALSE,2026-01-03 17:32:43.346055+00,,2026-01-11 17:37:39.42269+00,cuemu,,1.5035E+17,,
314,1.2.276.277.278.307.308.310,Vewi,{Dantooine},0.631,672,0.672,931,0.931,278,0.397,524,0.524,,,,,,,,,,,,,,,FALSE,2026-01-02 21:43:22.782085+00,,2026-01-11 16:53:01.950277+00,cuemu,,1.5035E+17,,
315,1.526.571.597.598.616.618,Jodeian,"{Yavin,Naboo}",0.578,65,0.065,336,0.812,,,,,14,0.143,472,0.948,413,0.829,84,0.641,545,0.938,20,0.244,,,FALSE,2026-01-03 17:16:28.770175+00,,2026-01-11 17:04:23.845534+00,cuemu,,1.5035E+17,,
316,1.2.276.484.485.500.506,Irhi,{Naboo},0.544,109,0.109,387,0.645,,,,,848,0.848,260,0.867,100,0.25,,,,,,,,,FALSE,2026-01-03 17:33:48.436464+00,,2026-01-11 17:41:39.833047+00,cuemu,,1.5035E+17,,
317,1.2.276.277.278.334.348.355,Gioki,{Rori},0.553,469,0.469,397,0.397,613,0.613,514,0.734,,,,,,,,,,,,,,,FALSE,2026-01-03 18:19:09.757816+00,,2026-01-11 17:50:35.743032+00,cuemu,,1.5035E+17,,
318,1.526.557.565,Eni,{Rori},0.333,642,0.642,24,0.024,,,,,,,,,,,,,,,,,,,FALSE,2026-01-03 18:15:07.39061+00,,2026-01-16 10:05:30.161312+00,cuemu,,1.5035E+17,,
319,1.526.571.701.704.707,Reirifoic,"{Tatooine,Naboo,Lok,Yavin,Talus,Corellia,Dathomir,Dantooine}",0.77,523,0.523,241,0.728,,,,,140,0.704,263,0.795,281,0.849,289,0.873,674,0.921,,,,,FALSE,2026-01-04 05:05:29.957294+00,,2026-01-11 16:36:48.507262+00,cuemu,,1.5035E+17,,
320,1.2.276.277.278.361.362.365,Nosio,{Dathomir},0.6,689,0.689,116,0.116,603,0.861,735,0.735,,,,,,,,,,,,,,,FALSE,2026-01-05 02:46:43.349806+00,,2026-01-14 17:18:25.992188+00,cuemu,,1.1874E+17,,
321,1.526.571.653.654.657.661,Tiri,"{Talus,Rori}",0.803,377,0.377,500,0.832,,,,,200,0.772,610,0.927,591,0.898,479,0.881,614,0.933,,,,,FALSE,2026-01-05 01:50:17.78894+00,,2026-01-16 01:21:52.829089+00,cuemu,,2.75763E+17,,
322,1.526.571.597.598.601.614,Babe,"{Talus,Corellia,Yavin,Naboo,Lok,Tatooine,Rori,Dantooine}",0.917,682,0.682,945,0.945,,,,,376,0.94,949,0.949,977,0.977,753,0.941,969,0.969,608,0.935,,,FALSE,2026-01-05 02:03:11.699691+00,,2026-01-11 01:30:22.45071+00,cuemu,"/waypoint Talus 1214 -1234 Babe70%
/waypoint Naboo 3515 3457 Babe79%
/waypoint Dantooine 1000 -5400 Babe82%",1.93478E+17,,
323,1.526.571.597.598.601.606,Kosaide,"{Corellia,Talus,Yavin,Lok,Tatooine,Rori,Dathomir,Dantooine}",0.795,325,0.325,651,0.91,,,,,166,0.96,624,0.948,668,0.934,240,0.696,740,0.959,177,0.632,,,FALSE,2026-01-03 22:11:03.610714+00,,2026-01-10 00:36:17.414788+00,cuemu,,1.5035E+17,,
324,1.526.571.597.598.616.620,Miwo,"{Dathomir,Tatooine,Dantooine}",0.772,469,0.469,565,0.959,,,,,234,0.944,595,0.918,568,0.877,181,0.547,634,0.898,117,0.565,,,FALSE,2026-01-05 02:34:58.95672+00,,2026-01-11 16:46:51.405971+00,cuemu,,1.5035E+17,,
325,1.526.527.543.551,Viteu,{Talus},0.407,397,0.397,592,0.592,,,,,566,0.566,308,0.308,174,0.174,,,,,,,,,FALSE,2026-01-05 02:06:20.467216+00,,2026-01-16 04:12:50.147732+00,cuemu,,1.5035E+17,,
326,1.2.276.277.278.361.375.383,Daliba,{Talus},0.415,142,0.142,617,0.617,584,0.584,221,0.316,,,,,,,,,,,,,,,TRUE,2026-01-04 02:20:58.697341+00,,,cuemu,,1.5035E+17,,
327,1.2.276.277.278.361.362.370,Rgagt,{Talus},0.476,555,0.555,255,0.255,360,0.514,579,0.579,,,,,,,,,,,,,,,FALSE,2026-01-04 02:20:25.411208+00,,2026-01-04 02:23:36.282023+00,cuemu,,1.5035E+17,,
328,1.2.276.277.388.389.430.431,Forroo,{Corellia},0.401,236,0.236,680,0.68,676,0.676,12,0.012,,,,,,,,,,,,,,,FALSE,2026-01-05 02:30:41.089763+00,,2026-01-16 03:25:55.844309+00,cuemu,,1.5035E+17,,
329,1.526.571.653.680.692.698,Makevio,"{Tatooine,Corellia,Lok,Naboo,Rori,Dantooine,Endor,Talus}",0.821,546,0.546,466,0.754,,,,,892,0.972,433,0.701,459,0.866,863,0.94,889,0.968,,,,,FALSE,2026-01-03 22:06:16.783248+00,,2026-01-11 16:37:19.003652+00,cuemu,,1.5035E+17,,
330,1.526.571.653.680.692.698,Gokoism,"{Tatooine,Lok,Corellia,Rori,Dathomir,Dantooine,Endor,Talus}",0.761,275,0.275,479,0.775,,,,,771,0.84,522,0.845,475,0.896,780,0.85,774,0.843,,,,,FALSE,2026-01-04 05:01:32.175148+00,,2026-01-16 03:22:30.774576+00,cuemu,,1.5035E+17,,
331,1.526.527.543.554,Pawha,{Yavin},0.386,479,0.479,476,0.476,,,,,234,0.234,533,0.533,208,0.208,,,,,,,,,FALSE,2026-01-04 20:58:36.639476+00,,2026-01-16 05:08:36.321742+00,cuemu,,1.5035E+17,,
332,1.526.571.572.575.578,Napaism,{Naboo},0.741,461,0.461,296,0.783,,,617,0.979,,,,,,,,,,,,,,,TRUE,2026-01-05 21:13:41.761622+00,,2026-01-06 00:52:15.152125+00,cuemu,,1.5035E+17,,
333,1.526.571.597.627.630.636,Libiian,"{Corellia,Naboo,Talus,Dathomir,Endor,Lok,Tatooine,Rori}",0.731,38,0.038,573,0.81,,,,,766,0.834,673,0.811,742,0.894,573,0.81,589,0.807,625,0.842,,,FALSE,2026-01-03 06:10:19.281758+00,,2026-01-16 03:01:26.675165+00,cuemu,,1.5035E+17,,
334,1.2.276.484.485.487.495,Pleviro,{Talus},0.532,488,0.488,169,0.211,,,,,571,0.714,354,0.443,564,0.806,,,,,,,,,TRUE,2026-01-05 02:09:27.037048+00,,,cuemu,,1.5035E+17,,
335,1.526.571.701.703,Koigaboine,"{Tatooine,Lok}",0.411,469,0.469,484,0.484,,,,,174,0.29,241,0.241,609,0.609,74,0.074,709,0.709,,,,,FALSE,2026-01-03 18:47:26.18599+00,,2026-01-15 00:01:19.455245+00,cuemu,,1.5035E+17,,
336,1.2.276.484.485.500.503,Gartila,{Dathomir},0.569,541,0.541,372,0.62,,,,,690,0.69,113,0.377,246,0.615,,,,,,,,,TRUE,2026-01-05 02:45:34.794715+00,,,cuemu,,1.5035E+17,,
337,1.526.571.701.704.711,Dadosis,"{Tatooine,Naboo,Rori,Lok,Endor,Yavin,Talus,Dathomir}",0.804,337,0.337,625,0.856,,,,,351,0.801,618,0.847,666,0.912,676,0.926,847,0.95,,,,,FALSE,2026-01-04 05:09:29.070892+00,,2026-01-16 04:12:26.200955+00,cuemu,,1.5035E+17,,
338,1.2.276.277.388.389.391.397,Lothae,{Naboo},0.453,296,0.296,531,0.531,516,0.516,468,0.468,,,,,,,,,,,,,,,TRUE,2026-01-05 23:38:50.62733+00,,,cuemu,,6.17819E+17,,
339,1.759.760.801.815.824,Rilokoiam,{Talus},0.774,500,1,,,,,329,0.548,,,,,,,,,,,,,,,FALSE,2026-01-04 02:22:15.100758+00,,2026-01-16 04:13:43.740352+00,cuemu,,1.5035E+17,,
340,1.2.276.277.388.389.417.425,Lana,{Talus},0.48,461,0.461,756,0.756,130,0.13,572,0.572,,,,,,,,,,,,,,,FALSE,2026-01-05 02:16:59.992618+00,,2026-01-16 04:14:31.234889+00,cuemu,,1.5035E+17,,
341,1.2.276.277.278.334.335.338,Ora,{Dathomir},0.603,665,0.665,365,0.365,465,0.664,717,0.717,,,,,,,,,,,,,,,FALSE,2026-01-05 02:46:11.593594+00,,2026-01-16 04:49:18.021573+00,cuemu,,1.5035E+17,,
342,1.526.571.597.598.616.621,Piva,{Yavin},0.773,315,0.315,611,0.904,,,,,255,0.789,627,0.867,622,0.86,342,0.795,726,0.944,192,0.714,,,FALSE,2026-01-04 05:26:35.7135+00,,2026-01-16 05:02:43.445477+00,cuemu,,1.5035E+17,,
343,1.526.557.567,Iseu,{Tatooine},0.529,743,0.743,316,0.316,,,,,,,,,,,,,,,,,,,FALSE,2026-01-04 23:10:32.989106+00,,2026-01-16 10:31:47.194184+00,cuemu,,1.5035E+17,,
344,1.2.276.484.485.500.513.522,Nawi,{Tatooine},0.411,472,0.472,248,0.496,,,,,887,0.887,44,0.147,21,0.052,,,,,,,,,FALSE,2026-01-04 03:36:59.859989+00,,2026-01-16 10:32:04.545231+00,cuemu,,1.5035E+17,,
345,1.2.276.277.388.389.430.439,Zoste,{Tatooine},0.52,278,0.278,945,0.945,364,0.364,495,0.495,,,,,,,,,,,,,,,FALSE,2026-01-03 18:57:32.732539+00,,2026-01-16 10:32:08.325668+00,cuemu,,1.5035E+17,,
346,1.2.276.277.278.307.321.330,Waki,{Tatooine},0.333,136,0.136,452,0.452,365,0.365,266,0.38,,,,,,,,,,,,,,,FALSE,2026-01-03 18:52:29.676917+00,,2026-01-16 10:32:30.667923+00,cuemu,,1.5035E+17,,
347,1.2.276.277.278.334.348.358,Ceona,{Yavin},0.541,184,0.184,608,0.608,641,0.641,512,0.731,,,,,,,,,,,,,,,TRUE,2026-01-05 02:59:48.223368+00,,,cuemu,,1.5035E+17,,
348,1.2.276.277.388.443.445.455,Stofe,{Yavin},0.427,281,0.281,554,0.554,491,0.491,383,0.383,,,,,,,,,,,,,,,TRUE,2026-01-05 03:00:31.061829+00,,,cuemu,,1.5035E+17,,
349,1.2.276.277.278.280.281.291,Riarro,{Yavin},0.343,204,0.204,47,0.047,494,0.706,414,0.414,,,,,,,,,,,,,,,TRUE,2026-01-05 03:01:03.097479+00,,,cuemu,,1.5035E+17,,
350,1.526.557.559,Whitho,{Corellia},0.37,720,0.72,21,0.021,,,,,,,,,,,,,,,,,,,FALSE,2026-01-05 14:47:06.316292+00,,2026-01-16 03:24:51.723325+00,cuemu,,1.5035E+17,,
351,1.2.276.277.388.443.458.460,Rano,{Dantooine},0.35,503,0.503,48,0.048,223,0.223,627,0.627,,,,,,,,,,,,,,,TRUE,2026-01-05 03:16:23.331097+00,,,cuemu,,1.5035E+17,,
352,1.759.760.801.815.826,Kiodeate,{Yavin},0.815,500,1,,,,,378,0.63,,,,,,,,,,,,,,,FALSE,2026-01-05 02:54:23.966796+00,,2026-01-11 17:05:59.063491+00,cuemu,,1.5035E+17,,
353,1.2.276.277.388.389.430.436,Calaisa,{Naboo},0.434,255,0.255,436,0.436,599,0.599,445,0.445,,,,,,,,,,,,,,,TRUE,2026-01-05 03:30:24.375229+00,,,cuemu,,1.5035E+17,,
354,1.2.276.277.278.334.348.354,Pevo,{Naboo},0.691,435,0.435,432,0.432,968,0.968,649,0.927,,,,,,,,,,,,,,,TRUE,2026-01-05 03:30:49.51894+00,,,cuemu,,1.5035E+17,,
355,1.2.276.277.278.361.375.382,Hega,{Rori},0.288,184,0.184,243,0.243,376,0.376,246,0.351,,,,,,,,,,,,,,,TRUE,2026-01-05 03:42:54.004951+00,,,cuemu,,1.5035E+17,,
356,1.2.276.277.388.389.391.398,Woiraha,{Rori},0.611,839,0.839,692,0.692,80,0.08,834,0.834,,,,,,,,,,,,,,,TRUE,2026-01-05 03:43:40.747453+00,,,cuemu,,1.5035E+17,,
357,1.2.276.277.388.389.404.413,Easneci,{Tatooine},0.613,347,0.347,979,0.979,552,0.552,575,0.575,,,,,,,,,,,,,,,TRUE,2026-01-05 04:06:11.789262+00,,,cuemu,,1.5035E+17,,
358,1.2.276.277.278.334.335.344,Woro,{Tatooine},0.448,102,0.102,516,0.516,305,0.436,738,0.738,,,,,,,,,,,,,,,TRUE,2026-01-05 04:10:41.901232+00,,,cuemu,,1.5035E+17,,
359,1.2.276.277.388.389.391.396,Lipotwie,{Lok},0.313,620,0.62,96,0.096,98,0.098,438,0.438,,,,,,,,,,,,,,,TRUE,2026-01-05 04:23:46.967356+00,,,cuemu,,1.5035E+17,,
360,1.526.571.597.598.616.620,Tocoocaate,"{Dantooine,Endor}",0.748,336,0.336,561,0.952,,,,,184,0.742,592,0.914,561,0.866,232,0.701,659,0.933,112,0.541,,,FALSE,2026-01-05 03:13:09.466819+00,,2026-01-11 16:46:49.424041+00,cuemu,,1.5035E+17,,
361,1.526.571.597.598.616.620,Elake,"{Tatooine,Endor}",0.706,78,0.078,559,0.949,,,,,158,0.637,577,0.89,547,0.844,236,0.713,651,0.922,128,0.618,,,FALSE,2026-01-05 14:24:15.290303+00,,2026-01-09 23:56:52.44198+00,cuemu,,1.5035E+17,,
362,1.2.276.277.388.389.404.414,Dravee,{Yavin},0.32,824,0.824,190,0.19,197,0.197,69,0.069,,,,,,,,,,,,,,,FALSE,2026-01-05 03:01:35.988645+00,,2026-01-11 17:08:45.218979+00,cuemu,,1.5035E+17,,
363,1.526.527.543.548,Itha,{Lok},0.295,472,0.472,393,0.393,,,,,254,0.254,30,0.03,327,0.327,,,,,,,,,FALSE,2026-01-05 04:17:00.153635+00,,2026-01-16 10:20:25.993122+00,cuemu,,1.5035E+17,,
364,1.2.276.277.278.361.375.381,Eppawi,{Naboo},0.232,462,0.462,27,0.027,335,0.335,72,0.103,,,,,,,,,,,,,,,TRUE,2026-01-05 23:34:01.509291+00,,,cuemu,,6.17819E+17,,
365,1.2.276.277.388.389.417.423,Hithia,{Naboo},0.313,92,0.092,23,0.023,598,0.598,538,0.538,,,,,,,,,,,,,,,FALSE,2026-01-05 03:29:56.48389+00,,2026-01-13 22:52:48.163119+00,cuemu,,6.17819E+17,,
366,1.759.760.801.802.805,Hoase,{Dantooine},0.713,500,1,,,,,170,0.425,,,,,,,,,,,,,,,FALSE,2026-01-05 03:14:09.732644+00,,2026-01-13 23:23:49.129673+00,cuemu,,1.5035E+17,,
367,1.2.276.277.388.443.445.450,Brebo,{Lok},0.503,628,0.628,816,0.816,471,0.471,96,0.096,,,,,,,,,,,,,,,FALSE,2026-01-05 04:24:20.567629+00,,2026-01-15 21:59:51.539702+00,cuemu,,1.93478E+17,,
368,1.526.571.597.598.616.623,Vakoiti,"{Corellia,Dantooine,Talus}",0.843,198,0.198,805,0.946,,,,,435,0.92,819,0.938,861,0.986,608,0.965,833,0.932,338,0.858,,,FALSE,2026-01-05 14:45:48.064689+00,,2026-01-16 03:04:44.967309+00,cuemu,,1.5035E+17,,
369,1.2.276.277.388.389.391.392,Nesteo,{Corellia},0.337,361,0.361,547,0.547,243,0.243,198,0.198,,,,,,,,,,,,,,,FALSE,2026-01-05 14:56:59.119701+00,,2026-01-16 03:30:51.02038+00,cuemu,,1.5035E+17,,
370,1.2.276.277.278.307.308.312,Rpethare,{Endor},0.326,564,0.564,162,0.162,87,0.124,454,0.454,,,,,,,,,,,,,,,FALSE,2026-01-05 03:22:50.525515+00,,2026-01-16 09:43:18.209105+00,cuemu,,1.5035E+17,,
371,1.2.276.277.388.389.404.408,Wausa,{Endor},0.453,104,0.104,676,0.676,648,0.648,383,0.383,,,,,,,,,,,,,,,FALSE,2026-01-05 03:21:50.829665+00,,2026-01-16 09:43:26.974601+00,cuemu,,1.5035E+17,,
372,1.2.276.277.388.443.445.451,Giode,{Naboo},0.35,870,0.87,2,0.002,273,0.273,255,0.255,,,,,,,,,,,,,,,FALSE,2026-01-05 03:29:29.232842+00,,2026-01-16 09:52:59.185251+00,cuemu,,1.5035E+17,,
373,1.2.276.277.388.443.471.477,Vive,{Naboo},0.602,407,0.407,752,0.752,672,0.672,403,0.576,,,,,,,,,,,,,,,FALSE,2026-01-05 03:28:59.508772+00,,2026-01-16 09:56:55.309538+00,cuemu,,1.5035E+17,,
374,1.759.760.801.802.810,Sibre,{Rori},0.641,500,1,,,,,113,0.282,,,,,,,,,,,,,,,FALSE,2026-01-05 03:44:46.684466+00,,2026-01-16 10:05:09.149686+00,cuemu,,1.5035E+17,,
375,1.759.760.801.815.823,Mocepe,{Rori},0.891,500,1,,,,,469,0.782,,,,,,,,,,,,,,,FALSE,2026-01-05 03:44:16.978236+00,,2026-01-16 10:05:09.610239+00,cuemu,,1.5035E+17,,
376,1.526.571.653.654.657.659,Hoocaic,"{Tatooine,Lok,Dathomir}",0.775,664,0.664,409,0.887,,,,,65,0.468,445,0.827,485,0.901,270,0.703,526,0.978,,,,,FALSE,2026-01-05 21:07:29.568608+00,,2026-01-16 10:20:05.496992+00,cuemu,,1.5035E+17,,
377,1.759.760.801.802.808,Spirreian,{Lok},0.65,500,1,,,,,120,0.3,,,,,,,,,,,,,,,FALSE,2026-01-05 04:25:35.569219+00,,2026-01-16 10:21:06.862814+00,cuemu,,1.5035E+17,,
378,1.759.760.801.815.821,Oshi,{Lok},0.754,500,1,,,,,305,0.508,,,,,,,,,,,,,,,FALSE,2026-01-05 04:24:41.235476+00,,2026-01-16 10:21:07.406082+00,cuemu,,1.5035E+17,,
379,1.526.557.563,Aehiabo,{Lok},0.787,613,0.613,961,0.961,,,,,,,,,,,,,,,,,,,FALSE,2026-01-05 04:25:15.065361+00,,2026-01-16 10:21:17.902944+00,cuemu,,1.5035E+17,,
380,1.759.760.801.815.825,Pukehe,{Tatooine},0.754,500,1,,,,,304,0.507,,,,,,,,,,,,,,,FALSE,2026-01-05 14:32:38.650688+00,,2026-01-16 10:31:33.822115+00,cuemu,,1.5035E+17,,
381,1.2.276.484.485.487.496,Srotcho,{Tatooine},0.65,578,0.578,777,0.971,,,,,429,0.536,250,0.312,598,0.854,,,,,,,,,FALSE,2026-01-05 04:12:07.722371+00,,2026-01-16 10:31:57.032074+00,cuemu,,1.5035E+17,,
382,1.2.276.484.485.500.509,Vouho,{Tatooine},0.532,229,0.229,509,0.848,,,,,782,0.782,104,0.347,182,0.455,,,,,,,,,FALSE,2026-01-05 04:12:36.371384+00,,2026-01-16 10:33:38.123106+00,cuemu,,1.5035E+17,,
383,1.2.3.180.222.237.244,Hoho,{Rori},0.443,456,0.456,102,0.102,,,,,609,0.609,369,0.369,677,0.677,,,,,,,,,TRUE,2026-01-06 18:18:21.380601+00,,,cuemu,,1.5035E+17,,
384,1.2.3.180.222.224.229,Iagri,{Lok},0.387,436,0.436,56,0.056,,,,,478,0.478,654,0.654,311,0.311,,,,,,,,,TRUE,2026-01-06 18:18:54.412023+00,,,cuemu,,1.5035E+17,,
385,1.2.3.180.222.237.242,Ginebra,{Lok},0.301,103,0.103,60,0.06,,,,,422,0.422,227,0.227,692,0.692,,,,,,,,,TRUE,2026-01-06 18:19:19.579239+00,,,cuemu,,1.5035E+17,,
386,1.2.3.180.222.263.272,Squecri,{Tatooine},0.449,113,0.113,212,0.212,,,,,825,0.825,548,0.548,549,0.549,,,,,,,,,TRUE,2026-01-06 18:39:59.131151+00,,,cuemu,,1.5035E+17,,
387,1.2.3.180.222.250.259,Daloa,{Tatooine},0.282,446,0.446,116,0.116,,,,,226,0.226,591,0.591,31,0.031,,,,,,,,,TRUE,2026-01-06 18:40:33.039196+00,,,cuemu,,1.5035E+17,,
388,1.2.3.180.222.224.230,Eheia,{Naboo},0.269,614,0.614,199,0.199,,,,,62,0.062,258,0.258,210,0.21,,,,,,,,,TRUE,2026-01-06 18:41:00.910819+00,,,cuemu,,1.5035E+17,,
389,1.2.3.180.222.263.269,Debidi,{Naboo},0.44,353,0.353,865,0.865,,,,,63,0.063,637,0.637,280,0.28,,,,,,,,,TRUE,2026-01-06 18:42:29.929356+00,,,cuemu,,1.5035E+17,,
390,1.2.3.180.222.263.271,Deba,{Talus},0.369,583,0.583,498,0.498,,,,,521,0.521,102,0.102,142,0.142,,,,,,,,,TRUE,2026-01-06 18:43:03.626702+00,,,cuemu,,1.5035E+17,,
391,1.2.3.180.222.224.232,Haixa,{Talus},0.517,370,0.37,574,0.574,,,,,621,0.621,648,0.648,372,0.372,,,,,,,,,TRUE,2026-01-06 18:43:36.851501+00,,,cuemu,,1.5035E+17,,
392,1.2.3.180.222.263.264,Gebi,{Corellia},0.367,543,0.543,152,0.152,,,,,430,0.43,303,0.303,409,0.409,,,,,,,,,TRUE,2026-01-06 18:44:57.810756+00,,,cuemu,,1.5035E+17,,
393,1.2.3.180.222.237.238,Jamo,{Corellia},0.385,910,0.91,384,0.384,,,,,229,0.229,62,0.062,339,0.339,,,,,,,,,TRUE,2026-01-06 18:45:19.331989+00,,,cuemu,,1.5035E+17,,
394,1.2.3.180.222.250.251,Rlerzoya,{Corellia},0.485,392,0.392,131,0.131,,,,,593,0.593,637,0.637,670,0.67,,,,,,,,,TRUE,2026-01-06 18:45:48.1308+00,,,cuemu,,1.5035E+17,,
395,1.2.3.180.222.224.225,Civope,{Corellia},0.331,648,0.648,425,0.425,,,,,151,0.151,272,0.272,160,0.16,,,,,,,,,TRUE,2026-01-06 18:46:11.516012+00,,,cuemu,,1.5035E+17,,
396,1.2.3.180.222.237.241,Peiagi,{Endor},0.456,412,0.412,343,0.343,,,,,434,0.434,662,0.662,428,0.428,,,,,,,,,TRUE,2026-01-06 18:46:40.708057+00,,,cuemu,,1.5035E+17,,
397,1.2.3.180.222.224.228,Paesseeri,{Endor},0.577,588,0.588,569,0.569,,,,,688,0.688,543,0.543,496,0.496,,,,,,,,,TRUE,2026-01-06 18:47:17.102213+00,,,cuemu,,1.5035E+17,,
398,1.2.3.180.222.224.234,Trekio,{Yavin},0.381,647,0.647,183,0.183,,,,,294,0.294,565,0.565,217,0.217,,,,,,,,,TRUE,2026-01-06 18:49:38.721739+00,,,cuemu,,1.5035E+17,,
399,1.2.3.180.222.237.247,Teste,{Yavin},0.455,822,0.822,198,0.198,,,,,247,0.247,591,0.591,417,0.417,,,,,,,,,TRUE,2026-01-06 18:50:08.433355+00,,,cuemu,,1.5035E+17,,
400,1.2.3.180.222.250.260,Ausqui,{Yavin},0.702,901,0.901,787,0.787,,,,,639,0.639,953,0.953,232,0.232,,,,,,,,,TRUE,2026-01-06 18:52:17.975456+00,,,cuemu,,1.5035E+17,,
401,1.2.3.180.222.237.243,Grapre,{Naboo},0.561,294,0.294,513,0.513,,,,,730,0.73,267,0.267,999,0.999,,,,,,,,,FALSE,2026-01-06 18:41:37.256645+00,,2026-01-16 01:49:47.687259+00,cuemu,,2.75763E+17,,
402,1.2.3.180.222.250.258,Sreba,{Talus},0.452,219,0.219,209,0.209,,,,,252,0.252,660,0.66,921,0.921,,,,,,,,,FALSE,2026-01-06 18:44:31.811692+00,,2026-01-08 10:04:41.914996+00,cuemu,,1.5035E+17,,
403,1.526.728.729.731.733,Sedeeceeate,"{Rori,Naboo,Tatooine,Corellia,Lok,Dathomir,Dantooine,Yavin}",0.696,877,0.877,206,0.515,,,,,,,,,,,,,,,,,,,FALSE,2026-01-06 19:08:29.583649+00,,2026-01-16 21:06:10.289167+00,cuemu,,6.17819E+17,,
404,1.2.3.4.33.48.51,Potoe,{Dathomir},0.646,965,0.965,119,0.119,414,0.591,911,0.911,,,,,,,,,,,,,,,FALSE,2026-01-06 04:28:31.055247+00,,2026-01-18 00:05:01.055227+00,cuemu,,1.93478E+17,,
405,1.2.3.180.222.237.246,Tiafa,{Tatooine},0.31,291,0.291,369,0.369,,,,,519,0.519,186,0.186,183,0.183,,,,,,,,,FALSE,2026-01-06 18:38:51.105704+00,,2026-01-14 05:25:06.176102+00,cuemu,,1.5035E+17,,
406,1.526.571.701.704.705,Nekeeine,"{Rori,Naboo,Tatooine,Corellia,Dathomir,Dantooine,Yavin,Talus}",0.367,641,0.641,20,0.153,,,,,40,0.506,1,0.008,14,0.107,27,0.206,618,0.948,,,,,FALSE,2026-01-06 19:03:44.418232+00,,2026-01-16 03:22:14.68871+00,cuemu,,1.5035E+17,,
407,1.2.3.180.222.237.245,Saste,{Talus},0.33,626,0.626,248,0.248,,,,,40,0.04,511,0.511,227,0.227,,,,,,,,,FALSE,2026-01-06 18:44:04.613292+00,,2026-01-08 10:05:53.987989+00,cuemu,,1.5035E+17,,
408,1.2.3.180.222.263.273,Sora,{Yavin},0.322,138,0.138,311,0.311,,,,,357,0.357,415,0.415,391,0.391,,,,,,,,,FALSE,2026-01-06 18:51:55.84822+00,,2026-01-09 00:20:43.312782+00,cuemu,,1.5035E+17,,
409,1.2.3.180.222.224.231,Hehi,{Rori},0.637,941,0.941,476,0.476,,,,,683,0.683,477,0.477,607,0.607,,,,,,,,,FALSE,2026-01-06 18:16:58.563023+00,,2026-01-10 19:06:58.046464+00,cuemu,,1.93478E+17,,
410,1.2.3.180.222.224.226,Ffiaki,{Dantooine},0.442,634,0.634,670,0.67,,,,,157,0.157,178,0.178,571,0.571,,,,,,,,,FALSE,2026-01-06 18:48:46.676013+00,,2026-01-11 03:27:50.880734+00,cuemu,,1.5035E+17,,
